iso3,country,year,indicator,value
SLE,Sierra Leone,2021,internet_users_pct,18.6539
SLE,Sierra Leone,2022,internet_users_pct,19.2287
SLE,Sierra Leone,2023,internet_users_pct,20.635
SGP,Singapore,1990,internet_users_pct,0.0
SGP,Singapore,1991,internet_users_pct,0.162
SGP,Singapore,1992,internet_users_pct,0.471
SGP,Singapore,1993,internet_users_pct,0.763
SGP,Singapore,1994,internet_users_pct,1.19
SGP,Singapore,1995,internet_users_pct,2.87
SGP,Singapore,1996,internet_users_pct,8.35
SGP,Singapore,1997,internet_users_pct,13.5
SGP,Singapore,1998,internet_users_pct,19.6
SGP,Singapore,1999,internet_users_pct,24.2
SGP,Singapore,2000,internet_users_pct,36.0
SGP,Singapore,2001,internet_users_pct,41.6704
SGP,Singapore,2002,internet_users_pct,47.0
SGP,Singapore,2003,internet_users_pct,53.8379
SGP,Singapore,2004,internet_users_pct,62.0
SGP,Singapore,2005,internet_users_pct,61.0
SGP,Singapore,2006,internet_users_pct,59.0
SGP,Singapore,2007,internet_users_pct,69.9
SGP,Singapore,2008,internet_users_pct,69.0
SGP,Singapore,2009,internet_users_pct,69.0
SGP,Singapore,2010,internet_users_pct,71.0
SGP,Singapore,2011,internet_users_pct,71.0
SGP,Singapore,2012,internet_users_pct,72.0
SGP,Singapore,2013,internet_users_pct,80.9021
SGP,Singapore,2014,internet_users_pct,79.0292
SGP,Singapore,2015,internet_users_pct,79.013
SGP,Singapore,2016,internet_users_pct,84.4523
SGP,Singapore,2017,internet_users_pct,84.4523
SGP,Singapore,2018,internet_users_pct,88.1656
SGP,Singapore,2019,internet_users_pct,88.9493
SGP,Singapore,2020,internet_users_pct,92.0043
SGP,Singapore,2021,internet_users_pct,96.9247
SGP,Singapore,2022,internet_users_pct,95.9539
SGP,Singapore,2023,internet_users_pct,94.2852
SVK,Slovak Republic,1990,internet_users_pct,0.0
SVK,Slovak Republic,1993,internet_users_pct,0.128
SVK,Slovak Republic,1994,internet_users_pct,0.319
SVK,Slovak Republic,1995,internet_users_pct,0.523
SVK,Slovak Republic,1996,internet_users_pct,0.783
SVK,Slovak Republic,1997,internet_users_pct,1.17
SVK,Slovak Republic,1998,internet_users_pct,2.69
SVK,Slovak Republic,1999,internet_users_pct,5.44
SVK,Slovak Republic,2000,internet_users_pct,9.4268
SVK,Slovak Republic,2001,internet_users_pct,12.5283
SVK,Slovak Republic,2002,internet_users_pct,40.14
SVK,Slovak Republic,2003,internet_users_pct,43.04
SVK,Slovak Republic,2004,internet_users_pct,52.89
SVK,Slovak Republic,2005,internet_users_pct,55.19
SVK,Slovak Republic,2006,internet_users_pct,56.08
SVK,Slovak Republic,2007,internet_users_pct,61.8
SVK,Slovak Republic,2008,internet_users_pct,66.05
SVK,Slovak Republic,2009,internet_users_pct,70.0
SVK,Slovak Republic,2010,internet_users_pct,75.71
SVK,Slovak Republic,2011,internet_users_pct,74.44
SVK,Slovak Republic,2012,internet_users_pct,76.71
SVK,Slovak Republic,2013,internet_users_pct,77.8826
SVK,Slovak Republic,2014,internet_users_pct,79.9843
SVK,Slovak Republic,2015,internet_users_pct,77.6347
SVK,Slovak Republic,2016,internet_users_pct,80.4759
SVK,Slovak Republic,2017,internet_users_pct,81.6257
SVK,Slovak Republic,2018,internet_users_pct,80.4489
SVK,Slovak Republic,2019,internet_users_pct,82.8537
SVK,Slovak Republic,2020,internet_users_pct,89.9209
SVK,Slovak Republic,2021,internet_users_pct,88.9256
SVK,Slovak Republic,2022,internet_users_pct,89.0677
SVK,Slovak Republic,2023,internet_users_pct,87.2131
SVN,Slovenia,1990,internet_users_pct,0.0
SVN,Slovenia,1993,internet_users_pct,0.41
SVN,Slovenia,1994,internet_users_pct,1.07
SVN,Slovenia,1995,internet_users_pct,2.9
SVN,Slovenia,1996,internet_users_pct,5.07
SVN,Slovenia,1997,internet_users_pct,7.59
SVN,Slovenia,1998,internet_users_pct,10.1
SVN,Slovenia,1999,internet_users_pct,12.6
SVN,Slovenia,2000,internet_users_pct,15.1103
SVN,Slovenia,2001,internet_users_pct,30.1759
SVN,Slovenia,2002,internet_users_pct,27.8389
SVN,Slovenia,2003,internet_users_pct,31.8548
SVN,Slovenia,2004,internet_users_pct,40.81
SVN,Slovenia,2005,internet_users_pct,46.81
SVN,Slovenia,2006,internet_users_pct,54.01
SVN,Slovenia,2007,internet_users_pct,56.74
SVN,Slovenia,2008,internet_users_pct,58.0
SVN,Slovenia,2009,internet_users_pct,64.0
SVN,Slovenia,2010,internet_users_pct,70.0
SVN,Slovenia,2011,internet_users_pct,67.34
SVN,Slovenia,2012,internet_users_pct,68.35
SVN,Slovenia,2013,internet_users_pct,72.6756
SVN,Slovenia,2014,internet_users_pct,71.5863
SVN,Slovenia,2015,internet_users_pct,73.0987
SVN,Slovenia,2016,internet_users_pct,75.4985
SVN,Slovenia,2017,internet_users_pct,78.8854
SVN,Slovenia,2018,internet_users_pct,79.75
SVN,Slovenia,2019,internet_users_pct,83.1084
SVN,Slovenia,2020,internet_users_pct,86.6013
SVN,Slovenia,2021,internet_users_pct,89.004
SVN,Slovenia,2022,internet_users_pct,88.9125
SVN,Slovenia,2023,internet_users_pct,90.3779
SLB,Solomon Islands,1990,internet_users_pct,0.0
SLB,Solomon Islands,1995,internet_users_pct,0.0249
SLB,Solomon Islands,1996,internet_users_pct,0.269
SLB,Solomon Islands,1997,internet_users_pct,0.392
SLB,Solomon Islands,1998,internet_users_pct,0.508
SLB,Solomon Islands,1999,internet_users_pct,0.495
SLB,Solomon Islands,2000,internet_users_pct,0.481297
SLB,Solomon Islands,2001,internet_users_pct,0.468552
SLB,Solomon Islands,2002,internet_users_pct,0.50192
SLB,Solomon Islands,2003,internet_users_pct,0.55561
SLB,Solomon Islands,2004,internet_users_pct,0.649673
SLB,Solomon Islands,2005,internet_users_pct,0.844308
SLB,Solomon Islands,2006,internet_users_pct,1.64635
SLB,Solomon Islands,2007,internet_users_pct,2.0
SLB,Solomon Islands,2008,internet_users_pct,3.0
SLB,Solomon Islands,2009,internet_users_pct,4.0
SLB,Solomon Islands,2010,internet_users_pct,5.0
SLB,Solomon Islands,2011,internet_users_pct,6.0
SLB,Solomon Islands,2012,internet_users_pct,6.9974
SLB,Solomon Islands,2013,internet_users_pct,8.0
SLB,Solomon Islands,2014,internet_users_pct,9.0
SLB,Solomon Islands,2015,internet_users_pct,10.0005
SLB,Solomon Islands,2016,internet_users_pct,11.0009
SLB,Solomon Islands,2017,internet_users_pct,15.1
SLB,Solomon Islands,2018,internet_users_pct,20.9
SLB,Solomon Islands,2019,internet_users_pct,26.3406
SLB,Solomon Islands,2020,internet_users_pct,33.1974
SLB,Solomon Islands,2021,internet_users_pct,41.8392
SLB,Solomon Islands,2022,internet_users_pct,42.094
SLB,Solomon Islands,2023,internet_users_pct,42.4597
ZAF,South Africa,1990,internet_users_pct,0.0
ZAF,South Africa,1991,internet_users_pct,0.0133
ZAF,South Africa,1992,internet_users_pct,0.0389
ZAF,South Africa,1993,internet_users_pct,0.114
ZAF,South Africa,1994,internet_users_pct,0.247
ZAF,South Africa,1995,internet_users_pct,0.677
ZAF,South Africa,1996,internet_users_pct,0.842
ZAF,South Africa,1997,internet_users_pct,1.63
ZAF,South Africa,1998,internet_users_pct,2.91
ZAF,South Africa,1999,internet_users_pct,4.12
ZAF,South Africa,2000,internet_users_pct,5.34856
ZAF,South Africa,2001,internet_users_pct,6.34662
ZAF,South Africa,2002,internet_users_pct,6.71032
ZAF,South Africa,2003,internet_users_pct,7.00769
ZAF,South Africa,2004,internet_users_pct,8.42512
ZAF,South Africa,2005,internet_users_pct,7.48854
ZAF,South Africa,2006,internet_users_pct,7.60714
ZAF,South Africa,2007,internet_users_pct,8.06538
ZAF,South Africa,2008,internet_users_pct,8.43
ZAF,South Africa,2009,internet_users_pct,10.0
ZAF,South Africa,2010,internet_users_pct,24.0
ZAF,South Africa,2011,internet_users_pct,33.97
ZAF,South Africa,2012,internet_users_pct,41.0
ZAF,South Africa,2013,internet_users_pct,46.5
ZAF,South Africa,2014,internet_users_pct,49.0
ZAF,South Africa,2015,internet_users_pct,51.9191
ZAF,South Africa,2016,internet_users_pct,54.0
ZAF,South Africa,2017,internet_users_pct,56.1674
ZAF,South Africa,2018,internet_users_pct,62.4
ZAF,South Africa,2019,internet_users_pct,69.6969
ZAF,South Africa,2020,internet_users_pct,72.1128
ZAF,South Africa,2021,internet_users_pct,74.9686
ZAF,South Africa,2022,internet_users_pct,75.4556
ZAF,South Africa,2023,internet_users_pct,75.6592
SSD,South Sudan,2013,internet_users_pct,2.2
SSD,South Sudan,2014,internet_users_pct,2.6
SSD,South Sudan,2015,internet_users_pct,3.0
SSD,South Sudan,2016,internet_users_pct,3.5
SSD,South Sudan,2017,internet_users_pct,4.1
SSD,South Sudan,2018,internet_users_pct,4.8
SSD,South Sudan,2019,internet_users_pct,6.7
SSD,South Sudan,2020,internet_users_pct,9.27123
ESP,Spain,1990,internet_users_pct,0.0129
ESP,Spain,1991,internet_users_pct,0.0257
ESP,Spain,1992,internet_users_pct,0.0768
ESP,Spain,1993,internet_users_pct,0.128
ESP,Spain,1994,internet_users_pct,0.28
ESP,Spain,1995,internet_users_pct,0.381
ESP,Spain,1996,internet_users_pct,1.33
ESP,Spain,1997,internet_users_pct,2.8
ESP,Spain,1998,internet_users_pct,4.36
ESP,Spain,1999,internet_users_pct,7.09
ESP,Spain,2000,internet_users_pct,13.625
ESP,Spain,2001,internet_users_pct,18.1487
ESP,Spain,2002,internet_users_pct,20.39
ESP,Spain,2003,internet_users_pct,39.93
ESP,Spain,2004,internet_users_pct,44.01
ESP,Spain,2005,internet_users_pct,47.88
ESP,Spain,2006,internet_users_pct,50.37
ESP,Spain,2007,internet_users_pct,55.11
ESP,Spain,2008,internet_users_pct,59.6
ESP,Spain,2009,internet_users_pct,62.4
ESP,Spain,2010,internet_users_pct,65.8
ESP,Spain,2011,internet_users_pct,67.09
ESP,Spain,2012,internet_users_pct,69.81
ESP,Spain,2013,internet_users_pct,71.635
ESP,Spain,2014,internet_users_pct,76.1867
ESP,Spain,2015,internet_users_pct,78.6896
ESP,Spain,2016,internet_users_pct,80.5613
ESP,Spain,2017,internet_users_pct,84.6022
ESP,Spain,2018,internet_users_pct,86.1072
ESP,Spain,2019,internet_users_pct,90.7187
ESP,Spain,2020,internet_users_pct,93.2056
ESP,Spain,2021,internet_users_pct,93.8975
ESP,Spain,2022,internet_users_pct,94.4855
ESP,Spain,2023,internet_users_pct,95.4456
LKA,Sri Lanka,1990,internet_users_pct,0.0
LKA,Sri Lanka,1994,internet_users_pct,0.00277
LKA,Sri Lanka,1995,internet_users_pct,0.00548
LKA,Sri Lanka,1996,internet_users_pct,0.0545
LKA,Sri Lanka,1997,internet_users_pct,0.162
LKA,Sri Lanka,1998,internet_users_pct,0.296
LKA,Sri Lanka,1999,internet_users_pct,0.348
LKA,Sri Lanka,2000,internet_users_pct,0.64741
LKA,Sri Lanka,2001,internet_users_pct,0.793822
LKA,Sri Lanka,2002,internet_users_pct,1.05042
LKA,Sri Lanka,2003,internet_users_pct,1.45858
LKA,Sri Lanka,2004,internet_users_pct,1.44616
LKA,Sri Lanka,2005,internet_users_pct,1.79205
LKA,Sri Lanka,2006,internet_users_pct,2.53757
LKA,Sri Lanka,2007,internet_users_pct,3.88
LKA,Sri Lanka,2014,internet_users_pct,10.5
LKA,Sri Lanka,2015,internet_users_pct,15.26
LKA,Sri Lanka,2016,internet_users_pct,22.19
LKA,Sri Lanka,2017,internet_users_pct,25.1
LKA,Sri Lanka,2018,internet_users_pct,28.3
LKA,Sri Lanka,2019,internet_users_pct,32.0
LKA,Sri Lanka,2020,internet_users_pct,36.1847
LKA,Sri Lanka,2021,internet_users_pct,44.4531
LKA,Sri Lanka,2022,internet_users_pct,48.3
LKA,Sri Lanka,2023,internet_users_pct,51.2
KNA,St. Kitts and Nevis,1990,internet_users_pct,0.0
KNA,St. Kitts and Nevis,1996,internet_users_pct,1.95
KNA,St. Kitts and Nevis,1997,internet_users_pct,2.26
KNA,St. Kitts and Nevis,1998,internet_users_pct,3.34
KNA,St. Kitts and Nevis,1999,internet_users_pct,4.4
KNA,St. Kitts and Nevis,2000,internet_users_pct,5.86281
KNA,St. Kitts and Nevis,2001,internet_users_pct,7.71473
KNA,St. Kitts and Nevis,2002,internet_users_pct,21.1524
KNA,St. Kitts and Nevis,2003,internet_users_pct,22.9698
KNA,St. Kitts and Nevis,2004,internet_users_pct,24.7377
KNA,St. Kitts and Nevis,2005,internet_users_pct,34.0
KNA,St. Kitts and Nevis,2006,internet_users_pct,38.5
KNA,St. Kitts and Nevis,2007,internet_users_pct,43.5
KNA,St. Kitts and Nevis,2008,internet_users_pct,49.2
KNA,St. Kitts and Nevis,2009,internet_users_pct,55.7
KNA,St. Kitts and Nevis,2010,internet_users_pct,63.0
KNA,St. Kitts and Nevis,2011,internet_users_pct,63.2
KNA,St. Kitts and Nevis,2012,internet_users_pct,64.0
KNA,St. Kitts and Nevis,2013,internet_users_pct,64.6
KNA,St. Kitts and Nevis,2014,internet_users_pct,65.4
KNA,St. Kitts and Nevis,2015,internet_users_pct,66.2
KNA,St. Kitts and Nevis,2016,internet_users_pct,67.0
KNA,St. Kitts and Nevis,2017,internet_users_pct,67.8
KNA,St. Kitts and Nevis,2018,internet_users_pct,68.6
KNA,St. Kitts and Nevis,2019,internet_users_pct,69.4
KNA,St. Kitts and Nevis,2020,internet_users_pct,70.2753
KNA,St. Kitts and Nevis,2021,internet_users_pct,74.3716
KNA,St. Kitts and Nevis,2022,internet_users_pct,75.5566
KNA,St. Kitts and Nevis,2023,internet_users_pct,76.4208
LCA,St. Lucia,1990,internet_users_pct,0.0
LCA,St. Lucia,1995,internet_users_pct,0.306
LCA,St. Lucia,1996,internet_users_pct,0.67
LCA,St. Lucia,1997,internet_users_pct,0.992
LCA,St. Lucia,1998,internet_users_pct,1.3
LCA,St. Lucia,1999,internet_users_pct,1.93
LCA,St. Lucia,2000,internet_users_pct,5.09048
LCA,St. Lucia,2001,internet_users_pct,8.18186
LCA,St. Lucia,2002,internet_users_pct,14.6418
LCA,St. Lucia,2003,internet_users_pct,20.9825
LCA,St. Lucia,2004,internet_users_pct,21.3952
LCA,St. Lucia,2005,internet_users_pct,21.5676
LCA,St. Lucia,2006,internet_users_pct,24.5
LCA,St. Lucia,2007,internet_users_pct,27.9
LCA,St. Lucia,2008,internet_users_pct,30.0
LCA,St. Lucia,2009,internet_users_pct,31.0
LCA,St. Lucia,2010,internet_users_pct,32.5
LCA,St. Lucia,2011,internet_users_pct,34.0
LCA,St. Lucia,2012,internet_users_pct,45.865
LCA,St. Lucia,2013,internet_users_pct,49.4
LCA,St. Lucia,2014,internet_users_pct,53.2
LCA,St. Lucia,2015,internet_users_pct,57.3
LCA,St. Lucia,2016,internet_users_pct,58.2226
LCA,St. Lucia,2017,internet_users_pct,59.1601
LCA,St. Lucia,2018,internet_users_pct,60.1126
LCA,St. Lucia,2019,internet_users_pct,61.0805
LCA,St. Lucia,2020,internet_users_pct,62.064
LCA,St. Lucia,2021,internet_users_pct,63.0633
LCA,St. Lucia,2022,internet_users_pct,65.3544
LCA,St. Lucia,2023,internet_users_pct,70.0834
VCT,St. Vincent and the Grenadines,1990,internet_users_pct,0.0
VCT,St. Vincent and the Grenadines,1995,internet_users_pct,0.129
VCT,St. Vincent and the Grenadines,1996,internet_users_pct,0.483
VCT,St. Vincent and the Grenadines,1997,internet_users_pct,0.926
VCT,St. Vincent and the Grenadines,1998,internet_users_pct,1.85
VCT,St. Vincent and the Grenadines,1999,internet_users_pct,2.78
VCT,St. Vincent and the Grenadines,2000,internet_users_pct,3.24504
VCT,St. Vincent and the Grenadines,2001,internet_users_pct,5.09481
VCT,St. Vincent and the Grenadines,2002,internet_users_pct,5.54959
VCT,St. Vincent and the Grenadines,2003,internet_users_pct,6.46227
VCT,St. Vincent and the Grenadines,2004,internet_users_pct,7.37117
VCT,St. Vincent and the Grenadines,2005,internet_users_pct,9.19828
VCT,St. Vincent and the Grenadines,2006,internet_users_pct,12.0
VCT,St. Vincent and the Grenadines,2007,internet_users_pct,16.0
VCT,St. Vincent and the Grenadines,2008,internet_users_pct,21.0
VCT,St. Vincent and the Grenadines,2009,internet_users_pct,31.0
VCT,St. Vincent and the Grenadines,2010,internet_users_pct,33.7
VCT,St. Vincent and the Grenadines,2011,internet_users_pct,36.7
VCT,St. Vincent and the Grenadines,2012,internet_users_pct,40.0
VCT,St. Vincent and the Grenadines,2013,internet_users_pct,43.5
VCT,St. Vincent and the Grenadines,2014,internet_users_pct,47.4
VCT,St. Vincent and the Grenadines,2015,internet_users_pct,49.4
VCT,St. Vincent and the Grenadines,2016,internet_users_pct,51.5
VCT,St. Vincent and the Grenadines,2017,internet_users_pct,53.7
VCT,St. Vincent and the Grenadines,2018,internet_users_pct,56.0
VCT,St. Vincent and the Grenadines,2019,internet_users_pct,59.5763
VCT,St. Vincent and the Grenadines,2020,internet_users_pct,63.381
VCT,St. Vincent and the Grenadines,2021,internet_users_pct,67.4287
VCT,St. Vincent and the Grenadines,2022,internet_users_pct,71.7226
VCT,St. Vincent and the Grenadines,2023,internet_users_pct,75.9927
SDN,Sudan,1990,internet_users_pct,0.0
SDN,Sudan,1994,internet_users_pct,0.0
SDN,Sudan,1995,internet_users_pct,0.0
SDN,Sudan,1996,internet_users_pct,0.0
SDN,Sudan,1997,internet_users_pct,0.00123
SDN,Sudan,1998,internet_users_pct,0.00481
SDN,Sudan,1999,internet_users_pct,0.00879
SDN,Sudan,2000,internet_users_pct,0.025785
SDN,Sudan,2001,internet_users_pct,0.140185
SDN,Sudan,2002,internet_users_pct,0.439478
SDN,Sudan,2003,internet_users_pct,0.538472
SDN,Sudan,2004,internet_users_pct,0.791562
SDN,Sudan,2005,internet_users_pct,1.29204
SDN,Sudan,2007,internet_users_pct,8.66
SDN,Sudan,2016,internet_users_pct,14.1
SDN,Sudan,2017,internet_users_pct,18.6
SDN,Sudan,2018,internet_users_pct,24.6
SDN,Sudan,2019,internet_users_pct,25.9
SDN,Sudan,2020,internet_users_pct,26.4383
SUR,Suriname,1990,internet_users_pct,0.0
SUR,Suriname,1995,internet_users_pct,0.115
SUR,Suriname,1996,internet_users_pct,0.226
SUR,Suriname,1997,internet_users_pct,1.0
SUR,Suriname,1998,internet_users_pct,1.67
SUR,Suriname,1999,internet_users_pct,1.89
SUR,Suriname,2000,internet_users_pct,2.50641
SUR,Suriname,2001,internet_users_pct,3.06445
SUR,Suriname,2002,internet_users_pct,4.16157
SUR,Suriname,2003,internet_users_pct,4.71988
SUR,Suriname,2004,internet_users_pct,6.07605
SUR,Suriname,2005,internet_users_pct,6.40309
SUR,Suriname,2006,internet_users_pct,9.49963
SUR,Suriname,2007,internet_users_pct,14.11
SUR,Suriname,2008,internet_users_pct,21.06
SUR,Suriname,2009,internet_users_pct,31.36
SUR,Suriname,2010,internet_users_pct,31.59
SUR,Suriname,2011,internet_users_pct,32.0
SUR,Suriname,2012,internet_users_pct,34.6812
SUR,Suriname,2013,internet_users_pct,37.4
SUR,Suriname,2014,internet_users_pct,40.08
SUR,Suriname,2015,internet_users_pct,42.7638
SUR,Suriname,2016,internet_users_pct,45.4
SUR,Suriname,2017,internet_users_pct,48.9452
SUR,Suriname,2018,internet_users_pct,55.1
SUR,Suriname,2019,internet_users_pct,62.0
SUR,Suriname,2020,internet_users_pct,69.8369
SUR,Suriname,2021,internet_users_pct,76.572
SUR,Suriname,2022,internet_users_pct,77.6494
SUR,Suriname,2023,internet_users_pct,78.3958
SWE,Sweden,1990,internet_users_pct,0.584
SWE,Sweden,1991,internet_users_pct,1.16
SWE,Sweden,1992,internet_users_pct,1.5
SWE,Sweden,1993,internet_users_pct,1.72
SWE,Sweden,1994,internet_users_pct,3.41
SWE,Sweden,1995,internet_users_pct,5.1
SWE,Sweden,1996,internet_users_pct,9.04
SWE,Sweden,1997,internet_users_pct,23.7
SWE,Sweden,1998,internet_users_pct,33.5
SWE,Sweden,1999,internet_users_pct,41.4
SWE,Sweden,2000,internet_users_pct,45.6877
SWE,Sweden,2001,internet_users_pct,51.7657
SWE,Sweden,2002,internet_users_pct,70.57
SWE,Sweden,2003,internet_users_pct,79.13
SWE,Sweden,2004,internet_users_pct,83.89
SWE,Sweden,2005,internet_users_pct,84.83
SWE,Sweden,2006,internet_users_pct,87.76
SWE,Sweden,2007,internet_users_pct,82.01
SWE,Sweden,2008,internet_users_pct,90.0
SWE,Sweden,2009,internet_users_pct,91.0
SWE,Sweden,2010,internet_users_pct,90.0
SWE,Sweden,2011,internet_users_pct,92.77
SWE,Sweden,2012,internet_users_pct,93.18
SWE,Sweden,2013,internet_users_pct,94.7836
SWE,Sweden,2014,internet_users_pct,92.5236
SWE,Sweden,2015,internet_users_pct,90.6102
SWE,Sweden,2016,internet_users_pct,89.6509
SWE,Sweden,2017,internet_users_pct,93.0063
SWE,Sweden,2018,internet_users_pct,89.247
SWE,Sweden,2019,internet_users_pct,94.4934
SWE,Sweden,2020,internet_users_pct,94.5394
SWE,Sweden,2021,internet_users_pct,94.6703
SWE,Sweden,2022,internet_users_pct,95.0097
SWE,Sweden,2023,internet_users_pct,95.7033
CHE,Switzerland,1990,internet_users_pct,0.596
CHE,Switzerland,1991,internet_users_pct,1.18
CHE,Switzerland,1992,internet_users_pct,1.75
CHE,Switzerland,1993,internet_users_pct,2.17
CHE,Switzerland,1994,internet_users_pct,2.72
CHE,Switzerland,1995,internet_users_pct,3.55
CHE,Switzerland,1996,internet_users_pct,4.55
CHE,Switzerland,1997,internet_users_pct,15.1
CHE,Switzerland,1998,internet_users_pct,24.8
CHE,Switzerland,1999,internet_users_pct,34.0
CHE,Switzerland,2000,internet_users_pct,47.1
CHE,Switzerland,2001,internet_users_pct,55.1
CHE,Switzerland,2002,internet_users_pct,61.4
CHE,Switzerland,2003,internet_users_pct,65.1
CHE,Switzerland,2004,internet_users_pct,67.8
CHE,Switzerland,2005,internet_users_pct,70.1
CHE,Switzerland,2006,internet_users_pct,75.7
CHE,Switzerland,2007,internet_users_pct,77.2
CHE,Switzerland,2008,internet_users_pct,79.2
CHE,Switzerland,2009,internet_users_pct,81.3
CHE,Switzerland,2010,internet_users_pct,83.9
CHE,Switzerland,2011,internet_users_pct,85.193
CHE,Switzerland,2012,internet_users_pct,85.2
CHE,Switzerland,2013,internet_users_pct,86.34
CHE,Switzerland,2014,internet_users_pct,83.6173
CHE,Switzerland,2015,internet_users_pct,87.4791
CHE,Switzerland,2016,internet_users_pct,89.1347
CHE,Switzerland,2017,internet_users_pct,89.6861
CHE,Switzerland,2018,internet_users_pct,91.8
CHE,Switzerland,2019,internet_users_pct,93.1461
CHE,Switzerland,2020,internet_users_pct,94.3499
CHE,Switzerland,2021,internet_users_pct,95.5694
CHE,Switzerland,2022,internet_users_pct,96.4528
CHE,Switzerland,2023,internet_users_pct,97.3444
SYR,Syrian Arab Republic,1990,internet_users_pct,0.0
SYR,Syrian Arab Republic,1991,internet_users_pct,0.0
SYR,Syrian Arab Republic,1992,internet_users_pct,0.0
SYR,Syrian Arab Republic,1993,internet_users_pct,0.0
SYR,Syrian Arab Republic,1994,internet_users_pct,0.0
SYR,Syrian Arab Republic,1995,internet_users_pct,0.0
SYR,Syrian Arab Republic,1996,internet_users_pct,0.0
SYR,Syrian Arab Republic,1997,internet_users_pct,0.0326
SYR,Syrian Arab Republic,1998,internet_users_pct,0.0637
SYR,Syrian Arab Republic,1999,internet_users_pct,0.124
SYR,Syrian Arab Republic,2000,internet_users_pct,0.181699
SYR,Syrian Arab Republic,2001,internet_users_pct,0.353759
SYR,Syrian Arab Republic,2002,internet_users_pct,2.0931
SYR,Syrian Arab Republic,2003,internet_users_pct,3.39797
SYR,Syrian Arab Republic,2004,internet_users_pct,4.32159
SYR,Syrian Arab Republic,2005,internet_users_pct,5.64811
SYR,Syrian Arab Republic,2006,internet_users_pct,7.83255
SYR,Syrian Arab Republic,2007,internet_users_pct,11.5
SYR,Syrian Arab Republic,2008,internet_users_pct,14.0
SYR,Syrian Arab Republic,2009,internet_users_pct,17.3
SYR,Syrian Arab Republic,2010,internet_users_pct,20.7
SYR,Syrian Arab Republic,2011,internet_users_pct,22.5
SYR,Syrian Arab Republic,2012,internet_users_pct,24.3001
SYR,Syrian Arab Republic,2013,internet_users_pct,26.2
SYR,Syrian Arab Republic,2014,internet_users_pct,28.09
SYR,Syrian Arab Republic,2015,internet_users_pct,29.9798
SYR,Syrian Arab Republic,2016,internet_users_pct,31.8696
SYR,Syrian Arab Republic,2017,internet_users_pct,32.7
SYR,Syrian Arab Republic,2018,internet_users_pct,33.77
SYR,Syrian Arab Republic,2019,internet_users_pct,34.65
TJK,Tajikistan,1990,internet_users_pct,0.0
TJK,Tajikistan,1999,internet_users_pct,0.0328
TJK,Tajikistan,2000,internet_users_pct,0.0485996
TJK,Tajikistan,2001,internet_users_pct,0.0512591
TJK,Tajikistan,2002,internet_users_pct,0.0554628
TJK,Tajikistan,2003,internet_users_pct,0.0645838
TJK,Tajikistan,2004,internet_users_pct,0.0774799
TJK,Tajikistan,2005,internet_users_pct,0.29869
TJK,Tajikistan,2006,internet_users_pct,3.77241
TJK,Tajikistan,2007,internet_users_pct,7.19762
TJK,Tajikistan,2008,internet_users_pct,8.78
TJK,Tajikistan,2009,internet_users_pct,10.07
TJK,Tajikistan,2010,internet_users_pct,11.55
TJK,Tajikistan,2011,internet_users_pct,13.03
TJK,Tajikistan,2012,internet_users_pct,14.51
TJK,Tajikistan,2013,internet_users_pct,16.0
TJK,Tajikistan,2014,internet_users_pct,17.49
TJK,Tajikistan,2015,internet_users_pct,18.98
TJK,Tajikistan,2016,internet_users_pct,20.47
TJK,Tajikistan,2017,internet_users_pct,21.96
TJK,Tajikistan,2020,internet_users_pct,27.5441
TJK,Tajikistan,2021,internet_users_pct,49.8409
TJK,Tajikistan,2022,internet_users_pct,53.1078
TJK,Tajikistan,2023,internet_users_pct,56.791
TZA,Tanzania,1990,internet_users_pct,0.0
TZA,Tanzania,1996,internet_users_pct,0.00162
TZA,Tanzania,1997,internet_users_pct,0.0079
TZA,Tanzania,1998,internet_users_pct,0.00924
TZA,Tanzania,1999,internet_users_pct,0.0751
TZA,Tanzania,2000,internet_users_pct,0.117194
TZA,Tanzania,2001,internet_users_pct,0.1713
TZA,Tanzania,2002,internet_users_pct,0.222484
TZA,Tanzania,2003,internet_users_pct,0.676963
TZA,Tanzania,2004,internet_users_pct,0.877575
TZA,Tanzania,2005,internet_users_pct,1.1
TZA,Tanzania,2006,internet_users_pct,1.3
TZA,Tanzania,2007,internet_users_pct,1.6
TZA,Tanzania,2008,internet_users_pct,1.9
TZA,Tanzania,2009,internet_users_pct,2.4
TZA,Tanzania,2010,internet_users_pct,2.9
TZA,Tanzania,2011,internet_users_pct,3.2
TZA,Tanzania,2012,internet_users_pct,3.95
TZA,Tanzania,2013,internet_users_pct,4.4
TZA,Tanzania,2014,internet_users_pct,7.0
TZA,Tanzania,2015,internet_users_pct,10.0
TZA,Tanzania,2016,internet_users_pct,13.5042
TZA,Tanzania,2017,internet_users_pct,14.4634
TZA,Tanzania,2018,internet_users_pct,15.4907
TZA,Tanzania,2019,internet_users_pct,16.5909
TZA,Tanzania,2020,internet_users_pct,17.7693
TZA,Tanzania,2021,internet_users_pct,19.0314
TZA,Tanzania,2022,internet_users_pct,22.101
TZA,Tanzania,2023,internet_users_pct,29.0638
THA,Thailand,1990,internet_users_pct,0.0
THA,Thailand,1991,internet_users_pct,5.22e-05
THA,Thailand,1992,internet_users_pct,0.000344
THA,Thailand,1993,internet_users_pct,0.0136
THA,Thailand,1994,internet_users_pct,0.0386
